EarthRef.org -- GERM Partition Coefficient (Kd) Database
Database development and maintenance by the PACER Team -- Data contribution by Roger Nielsen

DATA:
Rock Type	Mineral	Z	Elem	Value	SD	Low	High	Kd Type	Reference	Definition	Notes	Inserted
Basalt	Plagioclase	3	Li			.367	.678	Experimental	Aignertorres et al. 2007	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	12	Mg			.039	.053	Experimental	Aignertorres et al. 2007	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	19	K			.22	.245	Experimental	Aignertorres et al. 2007	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	21	Sc			.016	.114	Experimental	Aignertorres et al. 2007	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	22	Ti			.039	.123	Experimental	Aignertorres et al. 2007	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	24	Cr			.038	.064	Experimental	Aignertorres et al. 2007	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	25	Mn			.027	.184	Experimental	Aignertorres et al. 2007	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	26	Fe			.023	.665	Experimental	Aignertorres et al. 2007	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	37	Rb			.093	.122	Experimental	Aignertorres et al. 2007	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	38	Sr			1.715	1.568	Experimental	Aignertorres et al. 2007	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	39	Y			.008	.009	Experimental	Aignertorres et al. 2007	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	40	Zr			.003	.009	Experimental	Aignertorres et al. 2007	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	41	Nb			.029	.139	Experimental	Aignertorres et al. 2007	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	55	Cs			.771	1.093	Experimental	Aignertorres et al. 2007	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	56	Ba			.301	.277	Experimental	Aignertorres et al. 2007	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	57	La			.065	.071	Experimental	Aignertorres et al. 2007	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	58	Ce			.049	.045	Experimental	Aignertorres et al. 2007	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	59	Pr			.049	.133	Experimental	Aignertorres et al. 2007	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	60	Nd			.04	.104	Experimental	Aignertorres et al. 2007	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	62	Sm			.044	.065	Experimental	Aignertorres et al. 2007	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	63	Eu			.156	.86	Experimental	Aignertorres et al. 2007	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	64	Gd			.03	.153	Experimental	Aignertorres et al. 2007	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	65	Tb			.029	.102	Experimental	Aignertorres et al. 2007	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	66	Dy			.017	.128	Experimental	Aignertorres et al. 2007	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	67	Ho			.02	.106	Experimental	Aignertorres et al. 2007	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	68	Er			.024	.137	Experimental	Aignertorres et al. 2007	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	69	Tm			.049	.122	Experimental	Aignertorres et al. 2007	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	70	Yb			.03	.141	Experimental	Aignertorres et al. 2007	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	71	Lu			.024	.19	Experimental	Aignertorres et al. 2007	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	72	Hf			.026	.153	Experimental	Aignertorres et al. 2007	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	73	Ta			.042	.17	Experimental	Aignertorres et al. 2007	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	82	Pb			2.453	2.721	Experimental	Aignertorres et al. 2007	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	90	Th			.173	.382	Experimental	Aignertorres et al. 2007	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	92	U			.43	.105	Experimental	Aignertorres et al. 2007	Solid-Melt		08-DEC-2008
Sub-Alkaline Andesite-Basalt	Plagioclase	15	P	.014				Phenocryst-Matrix	Anderson & Greenland 1969	Solid-Melt		12-DEC-2000
Sub-Alkaline Basalt	Plagioclase	15	P	.024				Phenocryst-Matrix	Anderson & Greenland 1969	Solid-Melt		12-DEC-2000
Andesite	Plagioclase	21	Sc	.01				Phenocryst-Matrix	Bacon & Druitt 1988	Solid-Melt		12-DEC-2000
Andesite	Plagioclase	24	Cr	.01				Phenocryst-Matrix	Bacon & Druitt 1988	Solid-Melt		12-DEC-2000
Andesite	Plagioclase	27	Co	.07				Phenocryst-Matrix	Bacon & Druitt 1988	Solid-Melt		12-DEC-2000
Andesite	Plagioclase	30	Zn	.44				Phenocryst-Matrix	Bacon & Druitt 1988	Solid-Melt		12-DEC-2000
Andesite	Plagioclase	37	Rb	.3				Phenocryst-Matrix	Bacon & Druitt 1988	Solid-Melt		12-DEC-2000
Andesite	Plagioclase	38	Sr	3.4				Phenocryst-Matrix	Bacon & Druitt 1988	Solid-Melt		12-DEC-2000
Andesite	Plagioclase	40	Zr	.2				Phenocryst-Matrix	Bacon & Druitt 1988	Solid-Melt		12-DEC-2000
Andesite	Plagioclase	55	Cs	.03				Phenocryst-Matrix	Bacon & Druitt 1988	Solid-Melt		12-DEC-2000
Andesite	Plagioclase	56	Ba	.27				Phenocryst-Matrix	Bacon & Druitt 1988	Solid-Melt		12-DEC-2000
Andesite	Plagioclase	57	La	.18				Phenocryst-Matrix	Bacon & Druitt 1988	Solid-Melt		12-DEC-2000
Andesite	Plagioclase	58	Ce	.12				Phenocryst-Matrix	Bacon & Druitt 1988	Solid-Melt		12-DEC-2000
Andesite	Plagioclase	60	Nd	.09				Phenocryst-Matrix	Bacon & Druitt 1988	Solid-Melt		12-DEC-2000
Andesite	Plagioclase	62	Sm	.06				Phenocryst-Matrix	Bacon & Druitt 1988	Solid-Melt		12-DEC-2000
Andesite	Plagioclase	63	Eu	.75				Phenocryst-Matrix	Bacon & Druitt 1988	Solid-Melt		12-DEC-2000
Andesite	Plagioclase	65	Tb	.15				Phenocryst-Matrix	Bacon & Druitt 1988	Solid-Melt		12-DEC-2000
Andesite	Plagioclase	70	Yb	.1				Phenocryst-Matrix	Bacon & Druitt 1988	Solid-Melt		12-DEC-2000
Andesite	Plagioclase	71	Lu	.1				Phenocryst-Matrix	Bacon & Druitt 1988	Solid-Melt		12-DEC-2000
Andesite	Plagioclase	72	Hf	.03				Phenocryst-Matrix	Bacon & Druitt 1988	Solid-Melt		12-DEC-2000
Andesite	Plagioclase	73	Ta	.03				Phenocryst-Matrix	Bacon & Druitt 1988	Solid-Melt		12-DEC-2000
Andesite	Plagioclase	90	Th	.01				Phenocryst-Matrix	Bacon & Druitt 1988	Solid-Melt		12-DEC-2000
Rhyolite	Plagioclase	21	Sc	.01				Phenocryst-Matrix	Bacon & Druitt 1988	Solid-Melt		12-DEC-2000
Rhyolite	Plagioclase	24	Cr	.01				Phenocryst-Matrix	Bacon & Druitt 1988	Solid-Melt		12-DEC-2000
Rhyolite	Plagioclase	27	Co	.15				Phenocryst-Matrix	Bacon & Druitt 1988	Solid-Melt		12-DEC-2000
Rhyolite	Plagioclase	30	Zn	.48				Phenocryst-Matrix	Bacon & Druitt 1988	Solid-Melt		12-DEC-2000
Rhyolite	Plagioclase	37	Rb	.3				Phenocryst-Matrix	Bacon & Druitt 1988	Solid-Melt		12-DEC-2000
Rhyolite	Plagioclase	38	Sr	4.4				Phenocryst-Matrix	Bacon & Druitt 1988	Solid-Melt		12-DEC-2000
Rhyolite	Plagioclase	40	Zr	.2				Phenocryst-Matrix	Bacon & Druitt 1988	Solid-Melt		12-DEC-2000
Rhyolite	Plagioclase	55	Cs	.03				Phenocryst-Matrix	Bacon & Druitt 1988	Solid-Melt		12-DEC-2000
Rhyolite	Plagioclase	56	Ba	.48				Phenocryst-Matrix	Bacon & Druitt 1988	Solid-Melt		12-DEC-2000
Rhyolite	Plagioclase	57	La	.3				Phenocryst-Matrix	Bacon & Druitt 1988	Solid-Melt		12-DEC-2000
Rhyolite	Plagioclase	58	Ce	.22				Phenocryst-Matrix	Bacon & Druitt 1988	Solid-Melt		12-DEC-2000
Rhyolite	Plagioclase	60	Nd	.19				Phenocryst-Matrix	Bacon & Druitt 1988	Solid-Melt		12-DEC-2000
Rhyolite	Plagioclase	62	Sm	.12				Phenocryst-Matrix	Bacon & Druitt 1988	Solid-Melt		12-DEC-2000
Rhyolite	Plagioclase	63	Eu	2				Phenocryst-Matrix	Bacon & Druitt 1988	Solid-Melt		12-DEC-2000
Rhyolite	Plagioclase	65	Tb	.14				Phenocryst-Matrix	Bacon & Druitt 1988	Solid-Melt		12-DEC-2000
Rhyolite	Plagioclase	70	Yb	.1				Phenocryst-Matrix	Bacon & Druitt 1988	Solid-Melt		12-DEC-2000
Rhyolite	Plagioclase	71	Lu	.1				Phenocryst-Matrix	Bacon & Druitt 1988	Solid-Melt		12-DEC-2000
Rhyolite	Plagioclase	72	Hf	.03				Phenocryst-Matrix	Bacon & Druitt 1988	Solid-Melt		12-DEC-2000
Rhyolite	Plagioclase	73	Ta	.03				Phenocryst-Matrix	Bacon & Druitt 1988	Solid-Melt		12-DEC-2000
Rhyolite	Plagioclase	90	Th	.01				Phenocryst-Matrix	Bacon & Druitt 1988	Solid-Melt		12-DEC-2000
Per-Aluminous Granite	Plagioclase	3	Li	.72				Phenocryst-Matrix	Bea et al. 1994	Solid-Melt		12-DEC-2000
Per-Aluminous Granite	Plagioclase	4	Be	3.13				Phenocryst-Matrix	Bea et al. 1994	Solid-Melt		12-DEC-2000
Per-Aluminous Granite	Plagioclase	21	Sc	1.62				Phenocryst-Matrix	Bea et al. 1994	Solid-Melt		12-DEC-2000
Per-Aluminous Granite	Plagioclase	23	V	.13				Phenocryst-Matrix	Bea et al. 1994	Solid-Melt		12-DEC-2000
Per-Aluminous Granite	Plagioclase	24	Cr	.31				Phenocryst-Matrix	Bea et al. 1994	Solid-Melt		12-DEC-2000
Per-Aluminous Granite	Plagioclase	28	Ni	.17				Phenocryst-Matrix	Bea et al. 1994	Solid-Melt		12-DEC-2000
Per-Aluminous Granite	Plagioclase	29	Cu	.14				Phenocryst-Matrix	Bea et al. 1994	Solid-Melt		12-DEC-2000
Per-Aluminous Granite	Plagioclase	30	Zn	.07				Phenocryst-Matrix	Bea et al. 1994	Solid-Melt		12-DEC-2000
Per-Aluminous Granite	Plagioclase	37	Rb	.06				Phenocryst-Matrix	Bea et al. 1994	Solid-Melt		12-DEC-2000
Per-Aluminous Granite	Plagioclase	38	Sr	1.25				Phenocryst-Matrix	Bea et al. 1994	Solid-Melt		12-DEC-2000
Per-Aluminous Granite	Plagioclase	39	Y	.78				Phenocryst-Matrix	Bea et al. 1994	Solid-Melt		12-DEC-2000
Per-Aluminous Granite	Plagioclase	41	Nb	.04				Phenocryst-Matrix	Bea et al. 1994	Solid-Melt		12-DEC-2000
Per-Aluminous Granite	Plagioclase	42	Mo	.2				Phenocryst-Matrix	Bea et al. 1994	Solid-Melt		12-DEC-2000
Per-Aluminous Granite	Plagioclase	55	Cs	.44				Phenocryst-Matrix	Bea et al. 1994	Solid-Melt		12-DEC-2000
Per-Aluminous Granite	Plagioclase	56	Ba	.19		.19		Phenocryst-Matrix	Bea et al. 1994	Solid-Melt		12-DEC-2000
Per-Aluminous Granite	Plagioclase	57	La	4.61				Phenocryst-Matrix	Bea et al. 1994	Solid-Melt		12-DEC-2000
Per-Aluminous Granite	Plagioclase	58	Ce	3.87				Phenocryst-Matrix	Bea et al. 1994	Solid-Melt		12-DEC-2000
Per-Aluminous Granite	Plagioclase	59	Pr	4.22				Phenocryst-Matrix	Bea et al. 1994	Solid-Melt		12-DEC-2000
Per-Aluminous Granite	Plagioclase	60	Nd	2.56				Phenocryst-Matrix	Bea et al. 1994	Solid-Melt		12-DEC-2000
Per-Aluminous Granite	Plagioclase	62	Sm	1.45				Phenocryst-Matrix	Bea et al. 1994	Solid-Melt		12-DEC-2000
Per-Aluminous Granite	Plagioclase	63	Eu	2.99				Phenocryst-Matrix	Bea et al. 1994	Solid-Melt		12-DEC-2000
Per-Aluminous Granite	Plagioclase	64	Gd	2.05				Phenocryst-Matrix	Bea et al. 1994	Solid-Melt		12-DEC-2000
Per-Aluminous Granite	Plagioclase	65	Tb	2.93				Phenocryst-Matrix	Bea et al. 1994	Solid-Melt		12-DEC-2000
Per-Aluminous Granite	Plagioclase	66	Dy	1.94				Phenocryst-Matrix	Bea et al. 1994	Solid-Melt		12-DEC-2000
Per-Aluminous Granite	Plagioclase	67	Ho	1.8				Phenocryst-Matrix	Bea et al. 1994	Solid-Melt		12-DEC-2000
Per-Aluminous Granite	Plagioclase	68	Er	1.94				Phenocryst-Matrix	Bea et al. 1994	Solid-Melt		12-DEC-2000
Per-Aluminous Granite	Plagioclase	69	Tm	1.63				Phenocryst-Matrix	Bea et al. 1994	Solid-Melt		12-DEC-2000
Per-Aluminous Granite	Plagioclase	70	Yb	.82				Phenocryst-Matrix	Bea et al. 1994	Solid-Melt		12-DEC-2000
Per-Aluminous Granite	Plagioclase	71	Lu	1.32				Phenocryst-Matrix	Bea et al. 1994	Solid-Melt		12-DEC-2000
Per-Aluminous Granite	Plagioclase	73	Ta	.13				Phenocryst-Matrix	Bea et al. 1994	Solid-Melt		12-DEC-2000
Per-Aluminous Granite	Plagioclase	81	Tl	.06				Phenocryst-Matrix	Bea et al. 1994	Solid-Melt		12-DEC-2000
Per-Aluminous Granite	Plagioclase	82	Pb	.77				Phenocryst-Matrix	Bea et al. 1994	Solid-Melt		12-DEC-2000
Per-Aluminous Granite	Plagioclase	90	Th	.11				Phenocryst-Matrix	Bea et al. 1994	Solid-Melt		12-DEC-2000
Per-Aluminous Granite	Plagioclase	92	U	.71				Phenocryst-Matrix	Bea et al. 1994	Solid-Melt		12-DEC-2000
Basalt	Plagioclase	3	Li			.225	.317	Experimental	Bindeman & Davis 2000	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	4	Be			.288	1.04	Experimental	Bindeman & Davis 2000	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	5	B			.064	.267	Experimental	Bindeman & Davis 2000	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	11	Na			.754	.981	Experimental	Bindeman & Davis 2000	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	12	Mg			.0342	.046	Experimental	Bindeman & Davis 2000	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	15	P			.071	.145	Experimental	Bindeman & Davis 2000	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	19	K			.117	.154	Experimental	Bindeman & Davis 2000	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	22	Ti			.0482	.0962	Experimental	Bindeman & Davis 2000	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	26	Fe			.157	.279	Experimental	Bindeman & Davis 2000	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	37	Rb			.024	.059	Experimental	Bindeman & Davis 2000	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	38	Sr			1.5	3.34	Experimental	Bindeman & Davis 2000	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	39	Y			.0227	.042	Experimental	Bindeman & Davis 2000	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	40	Zr			.0022	.0146	Experimental	Bindeman & Davis 2000	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	56	Ba			.183	.661	Experimental	Bindeman & Davis 2000	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	57	La			.141	.27	Experimental	Bindeman & Davis 2000	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	58	Ce			.095	.167	Experimental	Bindeman & Davis 2000	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	59	Pr			.063	.139	Experimental	Bindeman & Davis 2000	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	60	Nd			.074	.122	Experimental	Bindeman & Davis 2000	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	62	Sm			.062	.139	Experimental	Bindeman & Davis 2000	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	63	Eu			.067	.123	Experimental	Bindeman & Davis 2000	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	64	Gd			.0461	.0502	Experimental	Bindeman & Davis 2000	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	66	Dy			.0293	.0318	Experimental	Bindeman & Davis 2000	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	68	Er			.0181	.0206	Experimental	Bindeman & Davis 2000	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	71	Lu			.0069	.0296	Experimental	Bindeman & Davis 2000	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	92	U			.0107	.073	Experimental	Bindeman & Davis 2000	Solid-Melt		08-DEC-2008
Synthetic Basaltic Andesite	Plagioclase	3	Li	.317	.019			Experimental	Bindeman & Davis 2000	Solid-Melt		08-DEC-2008
Synthetic Basaltic Andesite	Plagioclase	4	Be	.88	.12			Experimental	Bindeman & Davis 2000	Solid-Melt		08-DEC-2008
Synthetic Basaltic Andesite	Plagioclase	5	B	.122	.226			Experimental	Bindeman & Davis 2000	Solid-Melt		08-DEC-2008
Synthetic Basaltic Andesite	Plagioclase	12	Mg	.042	.01			Experimental	Bindeman & Davis 2000	Solid-Melt		08-DEC-2008
Synthetic Basaltic Andesite	Plagioclase	15	P	.103	.017			Experimental	Bindeman & Davis 2000	Solid-Melt		08-DEC-2008
Synthetic Basaltic Andesite	Plagioclase	19	K	.154				Experimental	Bindeman & Davis 2000	Solid-Melt		08-DEC-2008
Synthetic Basaltic Andesite	Plagioclase	22	Ti	.0891	.0064			Experimental	Bindeman & Davis 2000	Solid-Melt		08-DEC-2008
Synthetic Basaltic Andesite	Plagioclase	26	Fe	.279				Experimental	Bindeman & Davis 2000	Solid-Melt		08-DEC-2008
Synthetic Basaltic Andesite	Plagioclase	37	Rb	.031	.0084			Experimental	Bindeman & Davis 2000	Solid-Melt		08-DEC-2008
Synthetic Basaltic Andesite	Plagioclase	38	Sr	3.17				Experimental	Bindeman & Davis 2000	Solid-Melt		08-DEC-2008
Synthetic Basaltic Andesite	Plagioclase	39	Y	.0289	.01			Experimental	Bindeman & Davis 2000	Solid-Melt		08-DEC-2008
Synthetic Basaltic Andesite	Plagioclase	40	Zr	.0044	.00078			Experimental	Bindeman & Davis 2000	Solid-Melt		08-DEC-2008
Synthetic Basaltic Andesite	Plagioclase	56	Ba	.389	.023			Experimental	Bindeman & Davis 2000	Solid-Melt		08-DEC-2008
Synthetic Basaltic Andesite	Plagioclase	57	La	.256	.019			Experimental	Bindeman & Davis 2000	Solid-Melt		08-DEC-2008
Synthetic Basaltic Andesite	Plagioclase	58	Ce	.159	.009			Experimental	Bindeman & Davis 2000	Solid-Melt		08-DEC-2008
Synthetic Basaltic Andesite	Plagioclase	59	Pr	.146	.043			Experimental	Bindeman & Davis 2000	Solid-Melt		08-DEC-2008
Synthetic Basaltic Andesite	Plagioclase	60	Nd	.123	.004			Experimental	Bindeman & Davis 2000	Solid-Melt		08-DEC-2008
Synthetic Basaltic Andesite	Plagioclase	62	Sm	.098	.068			Experimental	Bindeman & Davis 2000	Solid-Melt		08-DEC-2008
Synthetic Basaltic Andesite	Plagioclase	63	Eu	.148	.056			Experimental	Bindeman & Davis 2000	Solid-Melt		08-DEC-2008
Synthetic Basaltic Andesite	Plagioclase	64	Gd	.0461				Experimental	Bindeman & Davis 2000	Solid-Melt		08-DEC-2008
Synthetic Basaltic Andesite	Plagioclase	66	Dy	.032				Experimental	Bindeman & Davis 2000	Solid-Melt		08-DEC-2008
Synthetic Basaltic Andesite	Plagioclase	68	Er	.0185	.0013			Experimental	Bindeman & Davis 2000	Solid-Melt		08-DEC-2008
Synthetic Basaltic Andesite	Plagioclase	71	Lu	.00687				Experimental	Bindeman & Davis 2000	Solid-Melt		08-DEC-2008
Synthetic Basaltic Andesite	Plagioclase	92	U	.073	.015			Experimental	Bindeman & Davis 2000	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	3	Li			.138	.257	Experimental	Bindeman et al. 1998	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	4	Be			.172	.576	Experimental	Bindeman et al. 1998	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	5	B			.057	.898	Experimental	Bindeman et al. 1998	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	9	F			.33	4.88	Experimental	Bindeman et al. 1998	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	12	Mg			.028	.046	Experimental	Bindeman et al. 1998	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	15	P			.065	.429	Experimental	Bindeman et al. 1998	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	17	Cl			.427	1.575	Experimental	Bindeman et al. 1998	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	19	K			.093	.186	Experimental	Bindeman et al. 1998	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	21	Sc			.072	1.458	Experimental	Bindeman et al. 1998	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	22	Ti			.055	.197	Experimental	Bindeman et al. 1998	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	23	V			.01	.27	Experimental	Bindeman et al. 1998	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	24	Cr			.029	.191	Experimental	Bindeman et al. 1998	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	25	Mn			.025	.092	Experimental	Bindeman et al. 1998	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	26	Fe			.098	1.1	Experimental	Bindeman et al. 1998	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	27	Co			.09	1.03	Experimental	Bindeman et al. 1998	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	28	Ni			.122	1.16	Experimental	Bindeman et al. 1998	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	37	Rb			.021	.623	Experimental	Bindeman et al. 1998	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	38	Sr			1.504	2.845	Experimental	Bindeman et al. 1998	Solid-Melt		12-DEC-2000
Basalt	Plagioclase	38	Sr			1.44	3.08	Experimental	Bindeman et al. 1998	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	39	Y			.043	.282	Experimental	Bindeman et al. 1998	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	39	Y			.023	.031	Experimental	Bindeman et al. 1998	Solid-Melt		12-DEC-2000
Basalt	Plagioclase	40	Zr			.0013	.0127	Experimental	Bindeman et al. 1998	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	41	Nb			.002	.0925	Experimental	Bindeman et al. 1998	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	55	Cs			.0626	.1091	Experimental	Bindeman et al. 1998	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	56	Ba			.208	.692	Experimental	Bindeman et al. 1998	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	56	Ba			.183	.504	Experimental	Bindeman et al. 1998	Solid-Melt		12-DEC-2000
Basalt	Plagioclase	57	La			.141	.258	Experimental	Bindeman et al. 1998	Solid-Melt		12-DEC-2000
Basalt	Plagioclase	57	La			.176	.263	Experimental	Bindeman et al. 1998	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	58	Ce			.166	.233	Experimental	Bindeman et al. 1998	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	59	Pr			.063	.142	Experimental	Bindeman et al. 1998	Solid-Melt		12-DEC-2000
Basalt	Plagioclase	59	Pr			.136	.282	Experimental	Bindeman et al. 1998	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	60	Nd			.124	.276	Experimental	Bindeman et al. 1998	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	60	Nd			.074	.168	Experimental	Bindeman et al. 1998	Solid-Melt		12-DEC-2000
Basalt	Plagioclase	62	Sm			.183	.285	Experimental	Bindeman et al. 1998	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	62	Sm			.063	.106	Experimental	Bindeman et al. 1998	Solid-Melt		12-DEC-2000
Basalt	Plagioclase	63	Eu			.062	.094	Experimental	Bindeman et al. 1998	Solid-Melt		12-DEC-2000
Basalt	Plagioclase	63	Eu			.061	.616	Experimental	Bindeman et al. 1998	Solid-Melt		08-DEC-2008
Basalt	Plagioclase	64	Gd			.046	.05	Experimental	Bindeman et al. 1998	Solid-Melt		12-DEC-2000
Basalt	Plagioclase	66	Dy			.0293	.314	Experimental	Bindeman et al. 1998	Solid-Melt		12-DEC-2000
Basalt	Plagioclase	68	Er			.018	.0194	Experimental	Bindeman et al. 1998	Solid-Melt		12-DEC-2000
Basalt	Plagioclase	71	Lu			.0069	.0093	Experimental	Bindeman et al. 1998	Solid-Melt		12-DEC-2000
Basalt	Plagioclase	82	Pb			.431	.901	Experimental	Bindeman et al. 1998	Solid-Melt		08-DEC-2008
High Na-Al Basalt	Plagioclase	3	Li	.151	.002			Experimental	Blundy et al. 1998	Solid-Melt		08-DEC-2008
High Na-Al Basalt	Plagioclase	21	Sc					Experimental	Blundy et al. 1998	Solid-Melt		08-DEC-2008
High Na-Al Basalt	Plagioclase	22	Ti	.06	.005			Experimental	Blundy et al. 1998	Solid-Melt		08-DEC-2008
High Na-Al Basalt	Plagioclase	23	V					Experimental	Blundy et al. 1998	Solid-Melt		08-DEC-2008
High Na-Al Basalt	Plagioclase	31	Ga	.36	.08			Experimental	Blundy et al. 1998	Solid-Melt		08-DEC-2008
High Na-Al Basalt	Plagioclase	38	Sr	2.21	.02			Experimental	Blundy et al. 1998	Solid-Melt		08-DEC-2008
High Na-Al Basalt	Plagioclase	39	Y	.019	.005			Experimental	Blundy et al. 1998	Solid-Melt		08-DEC-2008
High Na-Al Basalt	Plagioclase	40	Zr	.006	.005			Experimental	Blundy et al. 1998	Solid-Melt		08-DEC-2008
High Na-Al Basalt	Plagioclase	41	Nb	.007	.006			Experimental	Blundy et al. 1998	Solid-Melt		08-DEC-2008
High Na-Al Basalt	Plagioclase	57	La	.151	.008			Experimental	Blundy et al. 1998	Solid-Melt		08-DEC-2008
High Na-Al Basalt	Plagioclase	58	Ce	.117	.014			Experimental	Blundy et al. 1998	Solid-Melt		08-DEC-2008
High Na-Al Basalt	Plagioclase	60	Nd	.081	.011			Experimental	Blundy et al. 1998	Solid-Melt		08-DEC-2008
High Na-Al Basalt	Plagioclase	62	Sm	.053	.012			Experimental	Blundy et al. 1998	Solid-Melt		08-DEC-2008
High Na-Al Basalt	Plagioclase	63	Eu	1.04	.11			Experimental	Blundy et al. 1998	Solid-Melt		08-DEC-2008
High Na-Al Basalt	Plagioclase	64	Gd	.045	.005			Experimental	Blundy et al. 1998	Solid-Melt		08-DEC-2008
